epoch,loss,accuracy,image_category_accuracy,text_category_accuracy,val_loss,val_accuracy,val_image_category_accuracy,val_text_category_accuracy
1,2.928359455532498,0.32555555555555554,0.1,0.20666666666666667,2.8927775859832763,0.3333333333333333,0.1,0.45
2,2.8472934828864203,0.31333333333333335,0.10888888888888888,0.8111111111111111,2.751362450917562,0.3333333333333333,0.15,1.0
3,2.633051060570611,0.31333333333333335,0.12333333333333334,0.9988888888888889,2.435988171895345,0.3416666666666667,0.2,1.0
4,2.3017045964135066,0.32,0.15666666666666668,1.0,2.1548847357432046,0.36666666666666664,0.2,1.0
5,2.086211314731174,0.31444444444444447,0.16444444444444445,1.0,2.052266995112101,0.3416666666666667,0.2,1.0
6,2.015554291407267,0.33111111111111113,0.15333333333333332,1.0,2.0271101633707684,0.4083333333333333,0.2,1.0
7,1.9870546287960476,0.35,0.16555555555555557,1.0,2.0685107549031576,0.38333333333333336,0.25,1.0
8,1.9756691381666396,0.3422222222222222,0.1711111111111111,1.0,2.0609245618184406,0.375,0.2,1.0
9,1.9606184927622476,0.38222222222222224,0.16111111111111112,1.0,2.091137250264486,0.43333333333333335,0.2,1.0
10,1.9490723747677272,0.38666666666666666,0.17777777777777778,1.0,2.068151354789734,0.4583333333333333,0.2,1.0
11,1.9435539722442627,0.38222222222222224,0.15888888888888889,1.0,2.048653491338094,0.4166666666666667,0.2,1.0
12,1.9315353351169162,0.39555555555555555,0.1711111111111111,1.0,2.079578081766764,0.4,0.25,1.0
13,1.924358983569675,0.39666666666666667,0.17888888888888888,1.0,2.0505820433298747,0.43333333333333335,0.25,1.0
14,1.9185113212797378,0.4088888888888889,0.19,1.0,2.0033042748769123,0.4166666666666667,0.3,1.0
15,1.919774783452352,0.4022222222222222,0.17222222222222222,1.0,2.103280798594157,0.4083333333333333,0.25,1.0
16,1.9089711157480875,0.41888888888888887,0.16555555555555557,1.0,2.139969809850057,0.4583333333333333,0.2,1.0
17,1.9044810475243463,0.42,0.17333333333333334,1.0,2.1354738235473634,0.43333333333333335,0.2,1.0
18,1.9059056663513183,0.42333333333333334,0.19333333333333333,1.0,2.1985777854919433,0.375,0.2,1.0
19,1.8832096174028186,0.41555555555555557,0.20666666666666667,1.0,2.2505959033966065,0.4666666666666667,0.25,1.0
20,1.8943201658460829,0.4177777777777778,0.20222222222222222,1.0,2.125775210062663,0.38333333333333336,0.25,1.0
21,1.883026614718967,0.39666666666666667,0.19555555555555557,1.0,2.1942314783732098,0.425,0.2,1.0
22,1.8727331437004937,0.4311111111111111,0.18222222222222223,1.0,2.1708258787790933,0.38333333333333336,0.15,1.0
23,1.8734219233194986,0.4088888888888889,0.20777777777777778,1.0,2.221463902791341,0.425,0.2,1.0
24,1.859906792640686,0.45,0.17888888888888888,1.0,2.267714269955953,0.425,0.15,1.0
