epoch,accuracy,loss,val_accuracy,val_loss
1,0.3333333432674408,1.1104724407196045,0.3333333432674408,1.0999071598052979
2,0.3333333432674408,1.1014231443405151,0.3333333432674408,1.0987619161605835
3,0.3333333432674408,1.1001189947128296,0.3333333432674408,1.0989834070205688
4,0.3333333432674408,1.0974360704421997,0.3333333432674408,1.0986894369125366
5,0.3444444537162781,1.0983084440231323,0.3333333432674408,1.0986319780349731
6,0.31111112236976624,1.0995720624923706,0.3333333432674408,1.0986192226409912
7,0.4000000059604645,1.096746802330017,0.3333333432674408,1.0987213850021362
8,0.3333333432674408,1.097753882408142,0.3333333432674408,1.0991765260696411
9,0.36666667461395264,1.097893238067627,0.3333333432674408,1.098630428314209
10,0.31111112236976624,1.0998307466506958,0.3333333432674408,1.0986460447311401
11,0.36666667461395264,1.0977755784988403,0.3333333432674408,1.0986469984054565
12,0.35555556416511536,1.0983669757843018,0.3333333432674408,1.098673701286316
13,0.3777777850627899,1.0986329317092896,0.3333333432674408,1.0986536741256714
14,0.3333333432674408,1.0994696617126465,0.3333333432674408,1.0986725091934204
