epoch,accuracy,loss,val_accuracy,val_loss
1,0.3444444537162781,1.0986278057098389,0.4000000059604645,1.0948443412780762
2,0.41111111640930176,1.094512939453125,0.4000000059604645,1.0920965671539307
3,0.42222222685813904,1.0900746583938599,0.4333333373069763,1.0884426832199097
4,0.3888888955116272,1.0897680521011353,0.46666666865348816,1.0842311382293701
5,0.5,1.0822855234146118,0.5,1.0795894861221313
6,0.5,1.0766524076461792,0.46666666865348816,1.074156641960144
7,0.46666666865348816,1.0696454048156738,0.5,1.0673922300338745
8,0.5111111402511597,1.0637574195861816,0.5,1.0598245859146118
9,0.4888888895511627,1.059080958366394,0.5,1.0512795448303223
10,0.5,1.0482838153839111,0.5,1.0424439907073975
11,0.47777777910232544,1.0389447212219238,0.5,1.0327340364456177
12,0.5,1.02622389793396,0.5,1.0207723379135132
13,0.4555555582046509,1.0274900197982788,0.5,1.0091866254806519
14,0.47777777910232544,1.0037590265274048,0.5,0.998309850692749
15,0.46666666865348816,0.994565486907959,0.5,0.9879341721534729
16,0.5444444417953491,0.980725884437561,0.5,0.9774830937385559
17,0.5,0.9766683578491211,0.5,0.9692606329917908
18,0.4555555582046509,0.9778996706008911,0.5,0.9615586996078491
19,0.4888888895511627,0.9640386700630188,0.5,0.9556863307952881
20,0.5,0.9650115966796875,0.5,0.9506290555000305
21,0.4888888895511627,0.9474104046821594,0.5,0.9467537999153137
22,0.5,0.9483289122581482,0.5,0.9436483979225159
23,0.4888888895511627,0.9494639039039612,0.5,0.9410358667373657
24,0.5,0.9406258463859558,0.5,0.939246416091919
25,0.5222222208976746,0.9440630674362183,0.5,0.937545895576477
26,0.5,0.9441587924957275,0.5,0.936017632484436
27,0.47777777910232544,0.9469218850135803,0.5,0.9344857931137085
28,0.4888888895511627,0.9389461874961853,0.5,0.9337877035140991
29,0.4444444477558136,0.9330725073814392,0.5,0.9330387115478516
30,0.4333333373069763,0.9476321935653687,0.5,0.9324696063995361
31,0.4888888895511627,0.9401386976242065,0.5,0.9316356778144836
32,0.5333333611488342,0.9276195168495178,0.5,0.9311407208442688
33,0.5,0.9404425621032715,0.5,0.9303995966911316
34,0.5,0.9305332899093628,0.5,0.929703950881958
35,0.5,0.9402117133140564,0.5,0.9296337962150574
36,0.5222222208976746,0.932339072227478,0.5,0.929190993309021
37,0.4444444477558136,0.9520987868309021,0.5,0.9289194941520691
38,0.4888888895511627,0.9224711656570435,0.5,0.9287406802177429
39,0.47777777910232544,0.9321820735931396,0.5,0.9283017516136169
40,0.4444444477558136,0.9436777830123901,0.5,0.9280717372894287
41,0.46666666865348816,0.9343053102493286,0.5,0.9279086589813232
42,0.5,0.9336137771606445,0.5,0.9278675317764282
43,0.5222222208976746,0.9323192834854126,0.5,0.9276285767555237
44,0.4555555582046509,0.950016975402832,0.5,0.927594780921936
45,0.46666666865348816,0.9329974055290222,0.5,0.9273011684417725
46,0.4444444477558136,0.9469355940818787,0.5,0.9271160960197449
47,0.4888888895511627,0.9353253841400146,0.5,0.9271395206451416
48,0.5111111402511597,0.9335911870002747,0.5,0.9268824458122253
49,0.46666666865348816,0.9384275078773499,0.5,0.9266400933265686
50,0.5111111402511597,0.923345685005188,0.5,0.9269639253616333
51,0.5111111402511597,0.9332740902900696,0.5,0.9265097379684448
52,0.5111111402511597,0.922985851764679,0.5,0.9264001250267029
53,0.5555555820465088,0.9193207025527954,0.5,0.9262505173683167
54,0.4888888895511627,0.9334377646446228,0.5,0.926052451133728
55,0.5444444417953491,0.928935170173645,0.5,0.9261501431465149
56,0.5333333611488342,0.9369016289710999,0.5,0.9259114861488342
57,0.5222222208976746,0.9231358766555786,0.5,0.925839364528656
58,0.5111111402511597,0.9352493286132812,0.5,0.9258553981781006
59,0.46666666865348816,0.9437087178230286,0.5,0.9259783029556274
60,0.5,0.9398095607757568,0.5,0.9260175228118896
